CustomerID,Gender,Age,Tenure,MonthlyCharges,TotalCharges,ContractType,PaymentMethod,SupportTickets,LoginFrequency,AvgSessionTime,LastActivityDays,SatisfactionScore,Churn
100825,Male,21,60,985,59100,Quarterly,Bank Transfer,9,27,73.75,83,5,No
100826,Female,20,49,2390,117110,Monthly,Credit Card,10,12,39.57,74,4,Yes
100827,Female,31,51,1444,73644,Yearly,Bank Transfer,1,23,106.65,71,3,Yes
100828,Female,39,44,1307,57508,Monthly,Debit Card,4,21,115.28,34,8,No
100829,Male,18,43,2251,96793,Yearly,UPI,2,1,52.51,77,1,Yes
100830,Male,52,63,2958,186354,Monthly,Debit Card,6,25,82.31,10,9,No
100831,Male,67,46,1884,86664,Yearly,Credit Card,6,27,19.35,45,10,No
100832,Male,66,48,1207,57936,Quarterly,Bank Transfer,3,30,27.02,1,8,No
100833,Male,35,39,1786,69654,Quarterly,UPI,3,26,5.82,63,4,Yes
100834,Male,53,51,2323,118473,Monthly,UPI,4,4,12.52,64,10,Yes
100835,Male,51,17,2634,44778,Yearly,Bank Transfer,1,24,27.06,33,3,Yes
100836,Female,18,3,1335,4005,Quarterly,Credit Card,10,23,103.19,78,9,No
100837,Female,49,42,2422,101724,Quarterly,Credit Card,6,14,106.64,15,5,No
100838,Female,18,29,2138,62002,Quarterly,UPI,4,2,43.49,68,7,Yes
100839,Male,28,4,1323,5292,Quarterly,Bank Transfer,3,24,12.23,9,7,No
100840,Female,34,13,2727,35451,Monthly,Credit Card,7,1,59.46,3,7,Yes
100841,Male,67,44,1269,55836,Yearly,Debit Card,0,27,92.87,66,6,No
100842,Female,38,58,436,25288,Yearly,Credit Card,1,19,95.0,7,2,No
100843,Female,22,8,2801,22408,Monthly,Credit Card,7,30,69.31,38,1,Yes
100844,Female,32,38,2828,107464,Yearly,Credit Card,6,28,57.14,12,7,No
100845,Female,59,60,714,42840,Yearly,Credit Card,6,26,57.22,79,10,No
100846,Male,55,43,350,15050,Monthly,UPI,3,19,78.3,13,2,No
100847,Male,33,33,2121,69993,Monthly,Credit Card,6,12,11.96,79,8,No
100848,Female,55,40,1765,70600,Yearly,UPI,6,19,21.95,83,9,No
100849,Male,21,40,333,13320,Monthly,Credit Card,5,20,53.54,47,5,No
100850,Male,60,26,1698,44148,Quarterly,Debit Card,10,7,73.97,8,4,Yes
100851,Female,44,43,2823,121389,Quarterly,UPI,9,28,17.06,42,10,No
100852,Male,47,6,1213,7278,Yearly,UPI,3,16,32.49,81,1,Yes
100853,Male,41,43,1054,45322,Monthly,Credit Card,6,26,46.16,51,4,Yes
100854,Female,20,72,1096,78912,Monthly,UPI,2,4,27.75,56,5,Yes
100855,Male,29,23,2571,59133,Monthly,Credit Card,4,8,25.25,43,3,Yes
100856,Female,59,34,862,29308,Monthly,Bank Transfer,1,30,112.65,86,1,Yes
100857,Female,63,40,1001,40040,Monthly,Credit Card,3,15,21.61,47,6,No
100858,Female,38,17,1849,31433,Yearly,Debit Card,3,26,117.35,68,4,Yes
100859,Female,68,32,1074,34368,Monthly,Bank Transfer,0,30,33.42,75,10,No
100860,Male,64,36,2302,82872,Monthly,Debit Card,2,28,95.96,74,9,No
100861,Female,49,9,2385,21465,Yearly,Debit Card,8,6,25.58,82,7,No
100862,Female,58,48,1399,67152,Yearly,Credit Card,7,17,28.83,60,8,No
100863,Female,42,26,1553,40378,Yearly,UPI,3,15,112.58,27,7,No
100864,Female,46,48,644,30912,Yearly,Bank Transfer,8,9,31.47,17,2,Yes
100865,Female,47,6,2045,12270,Quarterly,Debit Card,8,15,47.26,43,10,No
100866,Female,32,64,1035,66240,Quarterly,Credit Card,4,11,46.3,3,7,No
100867,Male,68,11,2936,32296,Quarterly,UPI,8,10,16.32,69,9,No
100868,Male,61,10,1667,16670,Quarterly,Bank Transfer,0,12,39.81,25,9,No
100869,Male,67,36,1369,49284,Quarterly,Bank Transfer,9,7,99.57,69,3,Yes
100870,Male,43,52,2979,154908,Monthly,UPI,9,13,88.18,60,1,Yes
100871,Female,64,27,2563,69201,Quarterly,Bank Transfer,3,16,96.07,75,9,No
100872,Male,46,41,2010,82410,Quarterly,Credit Card,3,28,48.09,89,7,No
100873,Female,32,17,1752,29784,Quarterly,Debit Card,0,10,83.86,84,8,No
100874,Male,54,52,2704,140608,Monthly,UPI,8,25,22.67,41,5,No
100875,Female,42,43,2650,113950,Monthly,Debit Card,10,19,12.33,77,10,No
100876,Female,58,50,2632,131600,Quarterly,Credit Card,7,7,24.71,42,2,Yes
100877,Male,30,71,409,29039,Monthly,Debit Card,0,6,37.64,62,10,No
100878,Male,41,30,2162,64860,Yearly,Credit Card,10,10,24.76,8,9,No
100879,Female,48,53,2497,132341,Yearly,Credit Card,2,13,49.73,16,2,No
100880,Male,56,27,2244,60588,Yearly,Bank Transfer,3,5,72.56,55,5,No
100881,Male,27,65,1126,73190,Quarterly,Credit Card,10,23,99.83,35,8,No
100882,Female,54,32,2184,69888,Monthly,Credit Card,5,17,38.11,62,10,No
100883,Female,33,59,1017,60003,Monthly,Debit Card,4,12,57.65,78,7,No
100884,Male,28,24,478,11472,Quarterly,Bank Transfer,9,23,81.67,50,2,Yes
100885,Male,41,9,2564,23076,Monthly,Credit Card,3,23,63.01,52,8,No
100886,Male,47,42,1149,48258,Monthly,Credit Card,7,14,78.47,32,3,Yes
100887,Male,18,60,1924,115440,Quarterly,Credit Card,5,13,86.55,24,7,No
100888,Male,23,18,2189,39402,Yearly,UPI,10,11,87.06,62,8,No
100889,Male,56,57,998,56886,Monthly,UPI,7,5,38.83,20,5,No
100890,Female,27,69,345,23805,Quarterly,Bank Transfer,6,24,25.46,9,3,Yes
100891,Male,58,5,2110,10550,Yearly,Credit Card,10,29,49.92,27,9,No
100892,Female,67,40,499,19960,Monthly,UPI,0,15,48.08,0,10,No
100893,Male,39,31,414,12834,Monthly,Credit Card,1,7,30.37,53,1,Yes
100894,Female,50,13,480,6240,Monthly,Bank Transfer,10,26,42.11,21,3,Yes
100895,Male,32,25,2052,51300,Monthly,Credit Card,3,20,46.01,50,9,No
100896,Male,47,23,1894,43562,Monthly,Credit Card,6,1,80.67,1,6,Yes
100897,Male,44,36,575,20700,Quarterly,Debit Card,9,21,118.06,5,6,No
100898,Male,56,14,1331,18634,Quarterly,Debit Card,8,23,82.96,21,10,No
100899,Male,39,18,2274,40932,Monthly,Debit Card,2,11,48.97,85,6,No
100900,Male,37,30,386,11580,Monthly,Debit Card,9,17,92.08,29,1,Yes
100901,Male,27,11,1514,16654,Quarterly,UPI,2,2,78.83,63,6,Yes
100902,Female,38,31,849,26319,Yearly,Credit Card,9,30,64.9,42,8,No
100903,Female,33,54,1656,89424,Monthly,Credit Card,4,21,109.26,29,1,No
100904,Female,29,32,1862,59584,Quarterly,Credit Card,10,26,12.43,77,4,Yes
100905,Male,26,63,879,55377,Monthly,UPI,3,3,73.15,81,1,Yes
100906,Female,28,27,2213,59751,Yearly,UPI,8,8,33.17,54,2,Yes
100907,Female,58,23,2661,61203,Monthly,Bank Transfer,3,20,104.18,36,5,No
100908,Female,46,62,987,61194,Quarterly,Debit Card,5,3,92.44,48,7,Yes
100909,Male,53,62,1529,94798,Yearly,UPI,6,1,34.59,10,7,Yes
100910,Female,22,60,2602,156120,Quarterly,UPI,7,10,87.21,48,5,No
100911,Female,49,26,2350,61100,Quarterly,Debit Card,3,5,113.13,1,1,No
100912,Male,44,48,2709,130032,Monthly,Credit Card,7,13,49.25,82,5,No
100913,Female,58,21,2387,50127,Yearly,Bank Transfer,6,7,85.09,44,5,No
100914,Male,70,50,2256,112800,Quarterly,Credit Card,6,30,85.21,31,4,Yes
100915,Female,33,19,903,17157,Yearly,UPI,9,9,6.42,87,8,No
100916,Male,51,12,2700,32400,Monthly,Debit Card,6,21,24.07,90,7,No
100917,Female,55,55,2997,164835,Quarterly,Debit Card,4,9,91.53,68,9,No
100918,Female,65,12,884,10608,Monthly,Debit Card,10,4,85.39,44,10,Yes
100919,Female,51,1,586,586,Quarterly,Bank Transfer,7,6,89.3,12,1,Yes
100920,Male,49,22,850,18700,Monthly,Credit Card,5,6,56.83,90,3,Yes
100921,Female,44,28,1085,30380,Quarterly,Credit Card,3,6,104.86,23,1,No
100922,Female,22,22,810,17820,Quarterly,Credit Card,4,3,72.35,48,2,Yes
100923,Female,66,62,550,34100,Monthly,Credit Card,10,16,16.14,1,2,Yes
100924,Female,49,67,2430,162810,Quarterly,Bank Transfer,0,26,74.5,77,7,No
100925,Female,60,44,1281,56364,Quarterly,Debit Card,10,12,75.24,40,6,No
100926,Female,64,46,2171,99866,Monthly,Credit Card,5,28,74.22,0,2,No
100927,Female,50,68,2832,192576,Quarterly,UPI,3,9,5.36,57,6,No
100928,Female,32,42,1633,68586,Yearly,Debit Card,10,1,51.02,5,6,Yes
100929,Female,36,11,711,7821,Yearly,UPI,6,12,86.87,84,8,No
100930,Female,68,67,823,55141,Monthly,Bank Transfer,9,29,100.72,4,9,No
100931,Female,60,71,773,54883,Yearly,UPI,7,28,32.99,57,3,Yes
100932,Male,28,22,2081,45782,Quarterly,Debit Card,10,25,93.13,13,2,Yes
100933,Male,52,29,804,23316,Yearly,Debit Card,4,24,15.4,85,8,No
100934,Female,42,43,564,24252,Yearly,Debit Card,3,28,80.2,76,10,No
100935,Male,36,72,1361,97992,Monthly,Credit Card,6,28,15.25,28,4,Yes
100936,Female,42,25,821,20525,Yearly,Credit Card,1,24,40.74,47,10,No
100937,Male,51,69,1795,123855,Yearly,UPI,6,7,17.26,40,7,No
100938,Male,49,2,1515,3030,Yearly,Debit Card,7,18,21.95,18,6,No
100939,Female,50,37,1611,59607,Yearly,Credit Card,10,5,36.45,76,1,Yes
100940,Male,69,62,1842,114204,Quarterly,UPI,3,21,100.21,37,8,No
100941,Female,37,27,2296,61992,Yearly,UPI,3,28,118.97,22,1,No
100942,Female,66,71,2239,158969,Quarterly,Debit Card,5,13,13.26,86,7,No
100943,Male,38,37,698,25826,Yearly,Credit Card,3,10,102.73,50,9,No
100944,Female,62,39,863,33657,Quarterly,Bank Transfer,10,15,108.18,73,3,Yes
100945,Male,61,27,2657,71739,Monthly,Debit Card,3,7,114.3,46,1,Yes
100946,Female,29,55,1756,96580,Monthly,Credit Card,2,22,117.73,12,1,No
100947,Male,20,44,1954,85976,Monthly,UPI,6,19,50.61,80,3,Yes
100948,Male,67,39,1837,71643,Quarterly,Debit Card,9,23,36.65,83,3,Yes
100949,Male,49,57,638,36366,Yearly,UPI,0,12,7.65,14,2,No
100950,Female,59,62,1872,116064,Yearly,Debit Card,1,9,39.31,23,10,No
100951,Female,70,17,1057,17969,Yearly,Credit Card,5,4,50.29,68,2,Yes
100952,Male,66,69,2425,167325,Monthly,Credit Card,8,26,25.78,8,8,No
100953,Male,26,24,803,19272,Yearly,UPI,8,1,80.05,40,8,Yes
100954,Female,41,12,810,9720,Yearly,UPI,4,18,53.65,10,1,No
100955,Female,26,1,1501,1501,Yearly,Debit Card,4,8,84.94,66,1,Yes
100956,Male,62,67,2391,160197,Monthly,Credit Card,5,30,32.27,68,10,No
100957,Male,55,25,2766,69150,Quarterly,Bank Transfer,4,5,19.78,17,4,No
100958,Male,43,55,1863,102465,Quarterly,Credit Card,8,3,113.65,33,5,Yes
100959,Female,58,55,589,32395,Yearly,UPI,2,23,87.16,26,9,No
100960,Female,42,66,1595,105270,Monthly,UPI,2,20,13.92,19,7,No
100961,Female,58,16,570,9120,Monthly,Bank Transfer,1,18,109.56,52,9,No
100962,Female,32,35,701,24535,Quarterly,Credit Card,3,5,95.01,1,5,No
100963,Male,51,16,2305,36880,Quarterly,Bank Transfer,8,6,68.43,75,5,No
100964,Male,40,13,1895,24635,Yearly,Debit Card,0,29,59.84,40,3,Yes
100965,Male,27,17,2993,50881,Quarterly,Bank Transfer,0,9,11.08,19,9,No
100966,Male,46,48,2175,104400,Quarterly,Debit Card,3,23,62.76,53,10,No
100967,Male,37,36,2903,104508,Quarterly,Bank Transfer,8,14,102.2,39,4,Yes
100968,Male,23,11,2656,29216,Yearly,Bank Transfer,3,3,68.73,21,2,Yes
100969,Male,48,64,2383,152512,Quarterly,Credit Card,0,26,51.63,86,7,No
100970,Female,33,25,2488,62200,Yearly,Credit Card,0,30,74.85,89,7,No
100971,Female,26,22,607,13354,Yearly,Bank Transfer,8,22,114.54,22,4,Yes
100972,Female,61,55,763,41965,Monthly,Credit Card,6,16,38.36,47,3,Yes
100973,Female,31,62,2885,178870,Quarterly,Credit Card,4,10,112.57,0,4,No
100974,Female,37,63,2185,137655,Quarterly,Credit Card,5,2,5.59,78,1,Yes
100975,Female,30,24,2064,49536,Monthly,UPI,5,13,52.23,12,1,No
100976,Female,41,63,2227,140301,Quarterly,Bank Transfer,2,1,54.26,28,5,No
100977,Female,28,24,2988,71712,Monthly,Bank Transfer,4,18,90.92,56,2,Yes
100978,Male,26,1,1466,1466,Quarterly,Debit Card,3,12,90.55,24,2,No
100979,Male,44,5,1388,6940,Quarterly,Debit Card,10,6,96.98,61,4,Yes
100980,Male,24,17,838,14246,Monthly,UPI,6,11,22.89,49,9,No
100981,Female,56,65,1701,110565,Yearly,Credit Card,10,1,54.95,6,4,Yes
100982,Male,64,38,1314,49932,Yearly,UPI,7,10,33.69,54,2,Yes
100983,Male,48,15,2057,30855,Yearly,Credit Card,4,28,85.63,85,4,Yes
100984,Male,32,65,2876,186940,Monthly,UPI,2,20,51.15,75,4,Yes
100985,Male,23,36,2825,101700,Monthly,Debit Card,2,7,51.84,2,7,No
100986,Female,48,40,1676,67040,Monthly,Debit Card,10,23,79.05,28,4,Yes
100987,Female,33,39,1737,67743,Quarterly,Credit Card,4,4,25.9,35,6,Yes
100988,Female,35,1,1468,1468,Yearly,Credit Card,10,2,54.55,27,6,Yes
100989,Male,60,33,756,24948,Monthly,UPI,5,16,43.09,38,6,No
100990,Male,59,47,1822,85634,Quarterly,UPI,9,24,72.2,77,9,No
100991,Male,20,12,2765,33180,Yearly,UPI,1,29,27.19,80,3,Yes
100992,Female,37,58,2835,164430,Yearly,Debit Card,1,30,118.81,69,2,Yes
100993,Female,53,26,1085,28210,Yearly,Bank Transfer,2,18,107.53,16,1,No
100994,Female,22,72,780,56160,Quarterly,Debit Card,5,12,65.23,80,8,No
100995,Male,36,65,1422,92430,Monthly,Credit Card,0,26,96.35,76,3,Yes
100996,Male,28,25,2480,62000,Quarterly,Debit Card,6,24,69.69,87,8,No
100997,Male,28,50,1053,52650,Yearly,UPI,9,13,73.09,26,5,No
100998,Female,37,2,2450,4900,Monthly,Bank Transfer,8,29,86.45,64,8,No
100999,Male,36,71,2485,176435,Monthly,UPI,2,4,113.34,5,4,Yes
101000,Male,70,36,2931,105516,Monthly,Credit Card,2,30,5.16,6,5,No
101001,Female,64,45,640,28800,Monthly,Debit Card,9,21,108.31,41,6,No
101002,Female,29,38,1198,45524,Quarterly,Credit Card,0,11,66.8,45,1,Yes
101003,Male,70,14,2898,40572,Quarterly,UPI,6,24,42.29,80,5,No
101004,Male,64,27,2127,57429,Yearly,Debit Card,10,19,47.39,19,7,No
101005,Male,30,62,1057,65534,Yearly,Debit Card,7,3,113.49,58,3,Yes
101006,Male,70,24,967,23208,Quarterly,UPI,4,21,12.99,39,1,Yes
101007,Male,64,10,1948,19480,Yearly,UPI,3,14,88.58,82,8,No
101008,Male,70,2,384,768,Monthly,Credit Card,1,20,20.2,49,7,No
101009,Male,52,11,338,3718,Yearly,Bank Transfer,2,9,103.06,1,10,No
101010,Male,37,11,2119,23309,Quarterly,Debit Card,2,7,22.77,72,8,No
101011,Male,24,8,386,3088,Yearly,Bank Transfer,4,18,16.8,15,9,No
101012,Female,42,54,1228,66312,Monthly,Bank Transfer,0,5,80.37,3,4,No
101013,Female,28,29,760,22040,Monthly,UPI,10,30,16.7,87,7,No
101014,Female,23,37,784,29008,Monthly,UPI,1,12,25.48,42,10,No
101015,Male,60,68,2041,138788,Yearly,Bank Transfer,9,11,76.85,86,3,Yes
101016,Female,69,37,1811,67007,Yearly,Credit Card,1,12,95.72,63,5,No
101017,Female,46,20,905,18100,Yearly,Debit Card,10,25,98.68,40,3,Yes
101018,Female,26,15,670,10050,Monthly,Debit Card,6,19,45.55,18,5,No
101019,Female,26,64,2907,186048,Yearly,UPI,7,14,49.07,77,7,No
101020,Male,42,71,2481,176151,Monthly,Debit Card,8,16,65.6,63,9,No
101021,Male,19,29,311,9019,Quarterly,Debit Card,1,23,115.13,46,4,Yes
101022,Female,27,15,1507,22605,Yearly,Debit Card,5,2,32.89,17,6,No
101023,Female,64,29,886,25694,Monthly,Debit Card,2,2,47.74,89,2,Yes
101024,Male,19,14,2732,38248,Monthly,Bank Transfer,9,22,21.25,61,2,Yes
101025,Male,48,32,913,29216,Yearly,UPI,0,3,91.03,53,10,Yes
101026,Male,36,39,2941,114699,Monthly,UPI,6,16,11.9,56,6,No
101027,Female,45,5,344,1720,Yearly,Debit Card,2,20,68.73,20,9,No
101028,Female,28,34,1231,41854,Quarterly,Credit Card,9,30,64.97,39,9,No
101029,Male,43,17,529,8993,Monthly,Credit Card,3,24,98.9,79,7,No
101030,Male,69,60,975,58500,Quarterly,Debit Card,5,16,27.39,48,7,No
101031,Male,33,14,1674,23436,Quarterly,UPI,1,4,67.28,77,6,Yes
101032,Male,58,9,1068,9612,Monthly,UPI,9,7,35.95,39,1,Yes
101033,Male,37,6,1588,9528,Monthly,Bank Transfer,7,19,91.44,6,1,Yes
101034,Male,62,51,1757,89607,Yearly,Credit Card,3,17,43.1,50,6,No
101035,Female,48,65,2705,175825,Yearly,Credit Card,8,4,38.36,3,3,Yes
101036,Male,31,20,682,13640,Yearly,UPI,7,22,93.41,80,2,Yes
101037,Female,46,21,2443,51303,Monthly,Bank Transfer,8,17,38.45,83,10,No
101038,Male,27,56,1155,64680,Yearly,Debit Card,10,2,16.2,30,7,Yes
101039,Male,47,2,2343,4686,Quarterly,UPI,4,5,112.42,11,9,No
101040,Male,22,21,1747,36687,Monthly,Debit Card,4,3,34.66,46,10,Yes
101041,Female,20,61,2629,160369,Quarterly,Bank Transfer,7,9,51.11,15,3,Yes
101042,Female,23,17,1584,26928,Yearly,Debit Card,5,15,63.18,79,9,No
101043,Male,65,34,2937,99858,Monthly,Credit Card,10,29,22.77,79,1,Yes
101044,Male,32,14,1935,27090,Quarterly,Debit Card,6,10,81.95,72,3,Yes
101045,Male,29,45,746,33570,Yearly,Credit Card,7,15,110.51,59,9,No
101046,Male,38,51,1646,83946,Quarterly,Debit Card,6,25,29.45,51,4,Yes
101047,Male,48,61,2532,154452,Monthly,UPI,4,4,41.82,4,8,No
101048,Female,31,5,2061,10305,Monthly,UPI,6,20,104.82,46,1,Yes
101049,Male,35,55,880,48400,Quarterly,Credit Card,4,9,39.31,10,3,No
101050,Male,21,58,1362,78996,Monthly,Debit Card,6,28,44.33,27,9,No
101051,Female,52,39,2272,88608,Yearly,UPI,3,6,116.04,53,6,No
101052,Male,22,56,2597,145432,Yearly,UPI,9,12,42.23,1,7,No
101053,Female,25,41,2345,96145,Yearly,Debit Card,2,1,35.22,18,8,No
101054,Male,20,1,2669,2669,Monthly,UPI,2,15,53.32,81,8,No
101055,Female,31,70,1185,82950,Monthly,Credit Card,2,25,47.58,48,10,No
101056,Female,59,47,810,38070,Quarterly,Debit Card,4,1,52.19,64,5,Yes
101057,Male,29,46,1675,77050,Quarterly,Debit Card,8,27,47.91,66,7,No
101058,Female,60,71,1862,132202,Yearly,Debit Card,2,20,77.92,55,9,No
101059,Female,24,13,367,4771,Quarterly,Credit Card,1,3,77.86,83,2,Yes
101060,Male,67,65,1167,75855,Quarterly,Debit Card,0,19,18.17,53,5,No
101061,Female,18,61,2941,179401,Quarterly,UPI,5,4,63.37,52,8,Yes
101062,Male,18,35,1998,69930,Quarterly,Credit Card,10,29,6.79,39,5,No
101063,Female,28,20,1600,32000,Yearly,Debit Card,5,26,32.81,76,9,No
101064,Female,26,51,2666,135966,Yearly,Debit Card,9,7,117.4,6,7,No
101065,Male,24,23,2091,48093,Yearly,UPI,5,13,62.99,20,9,No
101066,Female,31,51,951,48501,Monthly,Credit Card,10,27,7.95,70,5,No
101067,Male,54,2,2831,5662,Quarterly,Credit Card,9,21,90.37,3,3,Yes
101068,Male,37,17,1281,21777,Monthly,UPI,10,15,88.53,23,6,No
101069,Male,58,49,639,31311,Monthly,Credit Card,4,25,17.76,35,1,Yes
101070,Male,22,16,1039,16624,Quarterly,Bank Transfer,2,4,109.96,33,5,Yes
101071,Male,49,27,1994,53838,Yearly,Credit Card,1,13,29.18,2,8,No
101072,Female,18,54,1036,55944,Monthly,Credit Card,5,13,18.48,20,8,No
101073,Male,28,44,2538,111672,Yearly,Bank Transfer,7,12,111.56,76,10,No
101074,Male,31,25,2421,60525,Quarterly,Credit Card,0,20,108.34,2,9,No
101075,Female,35,4,818,3272,Quarterly,UPI,2,11,114.62,10,4,No
101076,Female,50,45,2330,104850,Quarterly,UPI,8,23,33.76,59,5,No
101077,Female,28,26,2690,69940,Monthly,Debit Card,4,22,54.85,13,7,No
101078,Male,56,58,2851,165358,Quarterly,Debit Card,9,14,27.97,40,5,No
101079,Male,50,46,985,45310,Quarterly,Debit Card,10,12,38.75,57,2,Yes
101080,Female,45,68,1036,70448,Monthly,Bank Transfer,6,12,33.21,14,1,Yes
101081,Male,18,28,1587,44436,Quarterly,Credit Card,5,22,87.43,18,6,No
101082,Male,42,28,2600,72800,Quarterly,UPI,9,15,65.64,29,6,No
101083,Female,61,14,606,8484,Quarterly,Bank Transfer,4,18,98.54,85,10,No
101084,Female,44,26,491,12766,Monthly,Credit Card,0,7,57.07,63,8,No
101085,Female,19,42,387,16254,Yearly,Credit Card,6,19,109.84,73,4,Yes
101086,Male,39,37,2460,91020,Yearly,Credit Card,6,5,12.99,68,1,Yes
101087,Female,43,13,1599,20787,Monthly,Bank Transfer,6,27,61.79,35,5,No
101088,Male,41,7,2925,20475,Yearly,Credit Card,4,13,8.37,63,8,No
101089,Female,32,7,1622,11354,Monthly,Credit Card,0,27,26.98,13,3,No
101090,Female,68,48,515,24720,Monthly,Credit Card,8,27,10.52,88,1,Yes
101091,Female,35,39,2809,109551,Yearly,UPI,4,3,111.36,88,6,Yes
101092,Female,58,59,2692,158828,Quarterly,Credit Card,2,4,65.0,18,6,No
101093,Female,32,31,1618,50158,Monthly,Bank Transfer,7,19,93.11,35,8,No
101094,Male,62,11,2950,32450,Monthly,Credit Card,8,12,116.75,84,4,Yes
101095,Male,49,8,1877,15016,Monthly,Bank Transfer,0,7,29.0,59,4,Yes
101096,Male,50,68,2159,146812,Monthly,UPI,5,17,30.16,90,5,No
101097,Female,30,47,1131,53157,Monthly,Bank Transfer,7,13,53.66,65,10,No
101098,Male,65,40,2188,87520,Monthly,UPI,9,28,6.91,18,2,Yes
101099,Female,40,59,2474,145966,Quarterly,Credit Card,4,6,111.6,60,1,Yes
101100,Female,50,11,1925,21175,Quarterly,Credit Card,6,12,55.75,19,4,Yes
101101,Female,30,48,1094,52512,Quarterly,UPI,0,4,73.32,54,7,Yes
101102,Male,59,68,747,50796,Monthly,Credit Card,7,20,30.25,55,9,No
101103,Male,52,7,1277,8939,Monthly,Bank Transfer,0,29,31.04,34,10,No
101104,Female,31,52,1398,72696,Monthly,UPI,6,13,44.98,28,2,Yes
101105,Male,50,37,686,25382,Yearly,Debit Card,9,23,90.0,0,5,No
101106,Female,47,31,1067,33077,Monthly,Credit Card,5,6,81.59,21,2,No
101107,Male,61,55,615,33825,Monthly,Bank Transfer,0,11,116.5,33,3,Yes
101108,Male,54,1,485,485,Yearly,Bank Transfer,3,16,101.07,14,8,No
101109,Female,69,68,709,48212,Yearly,Bank Transfer,2,17,57.05,12,3,No
101110,Female,18,45,1792,80640,Quarterly,Bank Transfer,4,18,86.67,32,8,No
101111,Female,61,67,761,50987,Yearly,Credit Card,10,25,22.01,61,10,No
101112,Male,33,53,2339,123967,Yearly,Debit Card,3,28,46.33,45,3,Yes
101113,Female,51,12,2867,34404,Monthly,Bank Transfer,6,7,109.69,35,2,Yes
101114,Female,37,45,2009,90405,Monthly,Credit Card,5,29,71.64,75,7,No
101115,Female,36,44,2163,95172,Monthly,Credit Card,9,27,62.38,55,2,Yes
101116,Male,37,19,1486,28234,Quarterly,Bank Transfer,10,15,12.43,66,3,Yes
101117,Male,21,38,1459,55442,Quarterly,Bank Transfer,7,1,5.59,27,1,Yes
101118,Female,36,46,864,39744,Yearly,UPI,0,22,114.67,32,1,Yes
101119,Female,32,35,630,22050,Monthly,Debit Card,3,5,112.29,74,7,No
101120,Male,34,32,1934,61888,Quarterly,Bank Transfer,10,26,24.93,54,7,No
101121,Female,26,56,1117,62552,Quarterly,UPI,5,22,39.62,17,10,No
101122,Female,68,11,1051,11561,Quarterly,Credit Card,9,10,20.94,69,8,No
101123,Female,40,57,1764,100548,Quarterly,Debit Card,5,23,53.36,87,9,No
101124,Male,66,53,2024,107272,Monthly,Bank Transfer,0,15,95.46,3,9,No
101125,Female,21,66,2616,172656,Quarterly,UPI,2,12,51.34,69,10,No
101126,Male,35,1,646,646,Yearly,Credit Card,8,15,43.35,6,8,No
101127,Male,25,13,1657,21541,Yearly,Credit Card,4,27,85.68,61,10,No
101128,Male,37,67,1215,81405,Yearly,Bank Transfer,8,5,87.7,17,8,No
101129,Male,22,1,1122,1122,Monthly,UPI,7,26,74.44,88,10,No
101130,Female,19,16,724,11584,Yearly,Debit Card,1,17,49.93,26,4,No
101131,Female,70,16,1262,20192,Yearly,Debit Card,6,10,103.82,23,8,No
101132,Male,28,16,880,14080,Yearly,UPI,2,14,59.76,23,1,No
101133,Female,60,38,2319,88122,Quarterly,Debit Card,10,10,49.37,75,2,Yes
101134,Female,47,14,414,5796,Monthly,Debit Card,6,15,6.27,18,7,No
101135,Female,26,39,474,18486,Quarterly,Debit Card,10,2,36.84,56,10,Yes
101136,Female,50,21,1728,36288,Monthly,UPI,8,12,80.43,26,9,No
101137,Female,68,46,873,40158,Yearly,Bank Transfer,9,21,111.2,58,6,No
101138,Male,54,9,2232,20088,Yearly,Bank Transfer,10,30,19.88,48,8,No
101139,Female,22,42,2829,118818,Monthly,Credit Card,9,19,102.98,74,6,No
101140,Female,66,21,2251,47271,Monthly,UPI,1,8,17.12,63,2,Yes
101141,Female,25,23,553,12719,Monthly,Credit Card,6,24,55.78,8,7,No
101142,Male,62,48,1615,77520,Quarterly,Debit Card,10,20,20.32,22,1,Yes
101143,Female,32,72,2092,150624,Monthly,UPI,3,7,54.92,62,5,No
101144,Male,31,68,399,27132,Monthly,UPI,3,26,107.73,74,2,Yes
101145,Female,29,47,594,27918,Yearly,Debit Card,6,25,26.87,69,10,No
101146,Male,69,27,1760,47520,Monthly,Debit Card,7,19,54.16,45,9,No
101147,Female,24,49,820,40180,Monthly,Debit Card,1,28,31.52,10,10,No
101148,Female,63,70,1329,93030,Quarterly,Credit Card,0,11,105.33,37,4,Yes
101149,Female,43,21,1288,27048,Yearly,Credit Card,1,10,67.78,73,9,No
101150,Male,39,15,422,6330,Quarterly,Bank Transfer,7,19,28.06,83,5,No
101151,Male,49,8,555,4440,Monthly,Credit Card,3,5,44.77,42,9,No
101152,Female,26,10,2558,25580,Quarterly,Credit Card,9,14,16.97,10,10,No
101153,Female,68,64,2256,144384,Monthly,Credit Card,3,17,112.09,55,6,No
101154,Male,53,4,1853,7412,Quarterly,Credit Card,3,25,49.52,77,9,No
101155,Male,25,49,2048,100352,Quarterly,Credit Card,2,23,108.17,89,7,No
101156,Male,32,48,537,25776,Monthly,Credit Card,3,12,31.12,55,6,No
101157,Male,21,69,532,36708,Monthly,Debit Card,0,19,25.77,31,1,Yes
